subject,regression_coef,value
141,X3mo,0.03401739702026185
142,X1o,0.319180033676183
142,X2o,0.04918701352916105
142,X3o,0.04412752524972266
142,X1mo,0.0241598197918981
142,X2mo,-0.003548477005069551
142,X3mo,0.04855804567947865
143,X1o,0.28387914332208103
143,X2o,0.1529097390213186
143,X3o,0.0767892205155928
143,X1mo,0.056894918078558954
143,X2mo,0.07229006172931045
143,X3mo,-0.01538221738097784
144,X1o,0.3309679900822955
144,X2o,0.285385395794529
144,X3o,0.214623693938649
144,X1mo,0.02012892769373635
144,X2mo,0.014208453696550289
144,X3mo,-0.015035684587371773
145,X1o,0.0404618733805883
145,X2o,0.00260158139647038
145,X3o,-0.0226209160440363
145,X1mo,0.00852514710563772
145,X2mo,0.0100753193111162
145,X3mo,0.0123717116281354
146,X1o,0.4065211515048315
146,X2o,0.050434651366542294
146,X3o,0.0112529438313602
146,X1mo,0.0390365907127707
146,X2mo,0.01142116449214845
146,X3mo,-0.016473367227627968
147,X1o,0.3835988232443775
147,X2o,0.2021873689432125
147,X3o,0.040723215354831
147,X1mo,0.0326861360730216
147,X2mo,0.1165645815502907
147,X3mo,0.025387405921354845
148,X1o,0.11992155348151125
148,X2o,0.08764729058510776
148,X3o,0.06555177784243199
